Name,University,Course,Start Year,End Year,GPA,Preferred Career,Skills,Certifications,Preferred Location
Dominic Green,BITS Pilani,AI & ML,2015,2019,8.44,Civil Project Manager,"Linux, TensorFlow, Excel, SQL",AutoCAD Professional,Pune
Paula Garcia,IIIT Hyderabad,Civil,2018,2022,9.64,ML Engineer,"R, Power BI",AutoCAD Professional,Mumbai
Melinda Willis,IIT Delhi,Electronics,2018,2022,6.63,Cybersecurity Analyst,"R, Excel, TensorFlow, C++, Power BI",,Pune
Patricia Rowland,IIIT Hyderabad,Data Science,2019,2023,8.73,Systems Engineer,"MATLAB, Linux, Excel, AutoCAD",,Chennai
Gabriel Anderson,IIIT Hyderabad,Data Science,2016,2020,8.97,Software Engineer,"MATLAB, Java, SQL",Scrum Master,Pune
Andrea Herrera,NIT Trichy,AI & ML,2016,2020,6.82,Mechanical Design Engineer,"Linux, MATLAB, AutoCAD",Google Data Analytics,Ahmedabad
Andrea Robles,VIT,Computer Science,2019,2023,6.42,Mechanical Design Engineer,"Linux, Power BI, AutoCAD, Java, MATLAB",,Mumbai
Dennis Smith,NIT Trichy,AI & ML,2021,2025,6.2,Systems Engineer,"SQL, Linux, TensorFlow, MATLAB",Azure Fundamentals,Hyderabad
Shane Washington,NIT Warangal,Mechanical,2017,2021,6.03,ML Engineer,"Excel, SQL, AutoCAD, Python, R",Scrum Master,Kolkata
Tammy Odonnell,BITS Pilani,Electronics,2018,2022,7.79,Biotech Researcher,"Python, R, AutoCAD, Linux","AWS Certified, Google Data Analytics",Chennai
Raymond Lewis,IIIT Hyderabad,Electronics,2019,2023,7.38,Software Engineer,"C++, Linux, Python, AutoCAD",,Hyderabad
Adam Perry,IIIT Hyderabad,Computer Science,2015,2019,9.71,Civil Project Manager,"MATLAB, C++, Excel, Power BI, AutoCAD",AWS Certified,Mumbai
Noah Humphrey,IIT Madras,Computer Science,2020,2024,7.49,Mechanical Design Engineer,"AutoCAD, Python, C++, TensorFlow, MATLAB",Cisco CCNA,Chennai
Peter Taylor,VIT,Mechanical,2021,2025,7.4,Data Analyst,"SQL, Linux, Power BI, TensorFlow, C++",,Kolkata
Stephanie Hooper,VIT,Cybersecurity,2018,2022,9.02,Civil Project Manager,"Java, Power BI, SQL, Excel",Cisco CCNA,Ahmedabad
Timothy Rowe,IIIT Hyderabad,Civil,2019,2023,8.81,Data Analyst,"C++, TensorFlow, Linux, Java, SQL",Cisco CCNA,Pune
Ashley Wheeler,NIT Warangal,Civil,2016,2020,8.41,Cybersecurity Analyst,"TensorFlow, Excel, SQL, Java",Cisco CCNA,Kolkata
Margaret Hayes,VIT,Data Science,2022,2026,7.96,Civil Project Manager,"R, TensorFlow, Linux, Python, AutoCAD",Google Data Analytics,Mumbai
Stephanie Carter,IIT Delhi,Data Science,2015,2019,6.73,Biotech Researcher,"TensorFlow, MATLAB",AWS Certified,Mumbai
Stephanie Brennan,IIIT Hyderabad,Biotech,2016,2020,7.1,ML Engineer,"Power BI, SQL, C++, Linux","Scrum Master, AWS Certified",Mumbai
Catherine Juarez,BITS Pilani,Mechanical,2020,2024,10.0,Cybersecurity Analyst,"Linux, SQL",Azure Fundamentals,Mumbai
Michelle Mcintosh,IIIT Hyderabad,Civil,2019,2023,8.74,Civil Project Manager,"Linux, C++, MATLAB, SQL",AutoCAD Professional,Delhi
Katie Dawson,IIIT Hyderabad,Biotech,2017,2021,8.75,ML Engineer,"Excel, Java, SQL, C++","Azure Fundamentals, AWS Certified",Kolkata
Amber Kelly,VIT,Electronics,2015,2019,7.16,Civil Project Manager,"C++, SQL, Java, Power BI",,Ahmedabad
Jacqueline Oneill DDS,IIIT Hyderabad,AI & ML,2016,2020,6.59,Systems Engineer,"C++, TensorFlow, Java, Python, Power BI","AWS Certified, Scrum Master",Hyderabad
Danielle Tucker,IIT Madras,Mechanical,2022,2026,7.93,Cybersecurity Analyst,"Power BI, Python, R",Azure Fundamentals,Pune
Erica Miller,IIIT Hyderabad,Mechanical,2022,2026,8.15,Data Analyst,"Python, TensorFlow, Linux",,Bangalore
Amber Liu,IIT Madras,Data Science,2022,2026,8.52,Software Engineer,"C++, Python, SQL",Google Data Analytics,Kolkata
Robert Oconnor,IIIT Hyderabad,AI & ML,2018,2022,6.27,Software Engineer,"TensorFlow, Linux, Python, MATLAB",,Kolkata
Dawn Garcia,IIT Delhi,Mechanical,2016,2020,8.22,Cybersecurity Analyst,"R, Linux",,Mumbai
Mariah Walls,NIT Trichy,Mechanical,2016,2020,8.81,Data Analyst,"R, SQL","Cisco CCNA, AWS Certified",Bangalore
Michael Perez,BITS Pilani,Civil,2018,2022,6.14,Civil Project Manager,"C++, Linux, MATLAB","Scrum Master, Cisco CCNA",Bangalore
Elizabeth Clark,IIIT Hyderabad,Data Science,2019,2023,6.26,Cybersecurity Analyst,"Python, R",AutoCAD Professional,Chennai
Crystal Landry,NIT Trichy,AI & ML,2019,2023,9.81,Mechanical Design Engineer,"AutoCAD, Excel, C++, Linux, Power BI",,Pune
Charles Watson,VIT,Civil,2021,2025,9.89,Software Engineer,"Linux, SQL, Python, Excel",AutoCAD Professional,Delhi
Matthew Goodwin,NIT Trichy,Computer Science,2017,2021,9.24,Data Analyst,"Excel, SQL, R","Scrum Master, Google Data Analytics",Pune
Bobby Stone,NIT Warangal,AI & ML,2017,2021,7.26,ML Engineer,"Power BI, Python",Scrum Master,Kolkata
Ronald Mills,NIT Warangal,Civil,2016,2020,7.79,Mechanical Design Engineer,"Python, R, SQL, TensorFlow, AutoCAD",,Bangalore
Zachary Garcia,NIT Warangal,Data Science,2017,2021,9.01,ML Engineer,"Power BI, Python, AutoCAD","Google Data Analytics, AWS Certified",Pune
Dawn Evans,NIT Warangal,Biotech,2020,2024,6.97,Mechanical Design Engineer,"Power BI, Python, SQL, Linux",Cisco CCNA,Chennai
Tyler Schultz,BITS Pilani,Computer Science,2017,2021,8.87,Data Analyst,"SQL, Power BI, Java, R, MATLAB",,Kolkata
Aaron Rogers,VIT,Civil,2018,2022,8.22,ML Engineer,"SQL, Java, Power BI, R",,Kolkata
Tami Powers,IIT Madras,Cybersecurity,2022,2026,9.29,Data Analyst,"SQL, MATLAB, Power BI",Google Data Analytics,Chennai
Tiffany Parker,NIT Trichy,Computer Science,2020,2024,6.22,Biotech Researcher,"Linux, Power BI, TensorFlow, Java",,Mumbai
Craig Young,NIT Trichy,Mechanical,2019,2023,9.34,Systems Engineer,"SQL, R, C++, Python, AutoCAD","AutoCAD Professional, Google Data Analytics",Mumbai
Stephanie Frank,VIT,Biotech,2015,2019,6.1,Cybersecurity Analyst,"SQL, MATLAB, Power BI, Excel",,Pune
Jacqueline Curry MD,VIT,Biotech,2015,2019,6.42,Systems Engineer,"AutoCAD, Linux, Excel",,Pune
Erica Powell,IIT Bombay,Cybersecurity,2017,2021,8.41,Civil Project Manager,"Java, Linux, R, Excel","Scrum Master, AWS Certified",Pune
Jacqueline Richard,NIT Warangal,Civil,2020,2024,9.35,ML Engineer,"Java, MATLAB, Power BI, TensorFlow",,Pune
Douglas Hanson,IIT Madras,Civil,2022,2026,8.89,Data Analyst,"MATLAB, Power BI",,Pune
Henry Perry,NIT Warangal,Cybersecurity,2015,2019,9.08,Mechanical Design Engineer,"TensorFlow, C++, MATLAB, SQL",,Mumbai
Heather Sandoval,VIT,Cybersecurity,2015,2019,8.89,Mechanical Design Engineer,"R, AutoCAD, Python, Excel",,Delhi
David Choi,NIT Warangal,Biotech,2016,2020,7.16,Data Analyst,"Java, SQL",AWS Certified,Ahmedabad
Christina Wolf,BITS Pilani,Data Science,2015,2019,7.59,Civil Project Manager,"Java, TensorFlow","Scrum Master, AWS Certified",Bangalore
Nancy Sullivan,BITS Pilani,Cybersecurity,2022,2026,9.4,Data Analyst,"TensorFlow, C++, MATLAB",,Kolkata
Jason Adkins,BITS Pilani,AI & ML,2021,2025,8.19,ML Engineer,"AutoCAD, Java",,Hyderabad
Mario Stevens,NIT Trichy,Cybersecurity,2015,2019,7.01,ML Engineer,"SQL, Power BI, Excel",,Pune
Sharon Morrison,IIIT Hyderabad,Data Science,2018,2022,6.44,Software Engineer,"Power BI, C++, AutoCAD, MATLAB",Google Data Analytics,Bangalore
Brandon Price,IIT Madras,Mechanical,2016,2020,6.89,Systems Engineer,"Power BI, Excel, R","Cisco CCNA, Azure Fundamentals",Hyderabad
Casey Finley,BITS Pilani,AI & ML,2022,2026,7.46,Mechanical Design Engineer,"Excel, R",,Kolkata
Melissa Wilkins,IIT Delhi,AI & ML,2022,2026,9.54,Biotech Researcher,"Excel, Python","Azure Fundamentals, Scrum Master",Ahmedabad
Lindsay Stewart,IIT Madras,Mechanical,2022,2026,8.47,Civil Project Manager,"AutoCAD, Python, Linux, Excel, SQL","AWS Certified, Scrum Master",Ahmedabad
Sandra Gibson,IIT Delhi,Mechanical,2015,2019,8.54,Data Analyst,"C++, TensorFlow, Python, Excel, SQL","Azure Fundamentals, AWS Certified",Hyderabad
Katie Reynolds,IIT Delhi,Civil,2015,2019,8.06,Software Engineer,"SQL, Excel, MATLAB","Cisco CCNA, Scrum Master",Delhi
Eric Rios,NIT Warangal,Cybersecurity,2015,2019,6.14,Systems Engineer,"Python, MATLAB",Google Data Analytics,Hyderabad
Gary Moore,IIT Delhi,Computer Science,2017,2021,9.06,Civil Project Manager,"Linux, C++, AutoCAD",,Pune
Lauren Miller,IIT Delhi,Cybersecurity,2015,2019,9.36,Data Analyst,"Python, Linux, Power BI, TensorFlow, MATLAB","Google Data Analytics, Azure Fundamentals",Bangalore
Mark Carey,NIT Warangal,AI & ML,2018,2022,8.25,Data Analyst,"Excel, Java, AutoCAD, R",,Ahmedabad
Stephanie Roman,IIT Madras,Civil,2015,2019,8.61,ML Engineer,"C++, Java, Excel, Power BI",AutoCAD Professional,Kolkata
Steve Armstrong,BITS Pilani,Computer Science,2019,2023,6.61,Software Engineer,"C++, Linux, Java",AutoCAD Professional,Mumbai
Dr. Jeremy Kim,BITS Pilani,Electronics,2018,2022,8.96,Biotech Researcher,"Linux, C++, AutoCAD",,Mumbai
Amanda Hopkins,NIT Warangal,Mechanical,2021,2025,7.62,Data Analyst,"SQL, R, C++, Excel, Linux","AWS Certified, Google Data Analytics",Pune
Charles Wilson,IIT Bombay,Mechanical,2018,2022,8.99,Mechanical Design Engineer,"R, AutoCAD, Java, MATLAB, Power BI","Cisco CCNA, AWS Certified",Kolkata
Sarah White,IIT Madras,Mechanical,2017,2021,6.67,Biotech Researcher,"R, AutoCAD","Google Data Analytics, AutoCAD Professional",Kolkata
Thomas Harvey,IIT Madras,Civil,2016,2020,9.78,Data Analyst,"R, C++, AutoCAD",AutoCAD Professional,Delhi
Chad Cook,IIT Bombay,Computer Science,2015,2019,7.85,Civil Project Manager,"Power BI, SQL, R, C++","AWS Certified, Scrum Master",Pune
Stephanie Cruz,IIIT Hyderabad,Cybersecurity,2017,2021,8.47,Data Analyst,"MATLAB, SQL, AutoCAD","AWS Certified, Azure Fundamentals",Ahmedabad
Eric Hansen,VIT,Computer Science,2021,2025,8.28,Mechanical Design Engineer,"Linux, Power BI, AutoCAD, R","AutoCAD Professional, AWS Certified",Bangalore
Connor Rivera,IIT Bombay,Cybersecurity,2018,2022,6.05,Civil Project Manager,"Power BI, Linux","Azure Fundamentals, Scrum Master",Ahmedabad
Heather Galloway,VIT,Cybersecurity,2020,2024,8.18,Mechanical Design Engineer,"C++, AutoCAD, R, Excel, MATLAB","AWS Certified, AutoCAD Professional",Kolkata
Jacob Parker,NIT Trichy,Electronics,2018,2022,9.55,Cybersecurity Analyst,"R, Excel, Python, SQL",Azure Fundamentals,Pune
James Kerr,IIT Madras,AI & ML,2021,2025,6.45,Systems Engineer,"SQL, AutoCAD",Google Data Analytics,Chennai
Kelsey Wilkinson,NIT Trichy,Electronics,2017,2021,9.26,Systems Engineer,"Power BI, TensorFlow, Excel","Azure Fundamentals, AutoCAD Professional",Bangalore
Kathleen Torres,BITS Pilani,Biotech,2017,2021,8.89,Cybersecurity Analyst,"R, TensorFlow",AWS Certified,Chennai
Aaron Humphrey,IIT Madras,Mechanical,2015,2019,7.64,Cybersecurity Analyst,"Linux, Power BI, TensorFlow",Cisco CCNA,Ahmedabad
Joseph Smith DVM,VIT,Electronics,2022,2026,8.62,Software Engineer,"Python, MATLAB, Power BI","Cisco CCNA, AutoCAD Professional",Chennai
Alex Waller,VIT,Data Science,2015,2019,6.57,Civil Project Manager,"TensorFlow, SQL, Excel, R","AWS Certified, Azure Fundamentals",Mumbai
Margaret Davidson,IIIT Hyderabad,Civil,2015,2019,9.8,Systems Engineer,"SQL, Python, MATLAB, R",,Hyderabad
John Wu,BITS Pilani,Biotech,2020,2024,6.79,Cybersecurity Analyst,"Linux, AutoCAD, R, TensorFlow","AutoCAD Professional, Scrum Master",Bangalore
Peggy Howe,IIIT Hyderabad,Biotech,2020,2024,6.5,Systems Engineer,"Excel, MATLAB, Power BI, AutoCAD",,Hyderabad
Russell Gordon,IIIT Hyderabad,Mechanical,2019,2023,6.4,Biotech Researcher,"AutoCAD, Java, SQL, MATLAB",AWS Certified,Ahmedabad
Brian Adkins,NIT Trichy,Cybersecurity,2016,2020,8.32,Data Analyst,"MATLAB, Excel, TensorFlow","Scrum Master, AutoCAD Professional",Mumbai
Brandy Leon MD,IIT Madras,Computer Science,2020,2024,8.0,Systems Engineer,"Java, MATLAB, Linux",Google Data Analytics,Kolkata
Bradley Gray,NIT Warangal,Data Science,2021,2025,8.81,Mechanical Design Engineer,"AutoCAD, Power BI, MATLAB, Excel",,Pune
Amy Sanchez,IIT Delhi,AI & ML,2017,2021,9.65,Biotech Researcher,"Excel, TensorFlow, MATLAB, Power BI","Scrum Master, AWS Certified",Ahmedabad
Cassandra Elliott,IIT Madras,Mechanical,2018,2022,8.65,Systems Engineer,"Linux, MATLAB, AutoCAD, R, C++",AWS Certified,Chennai
Antonio Vance,NIT Trichy,Electronics,2018,2022,7.76,Civil Project Manager,"Excel, AutoCAD, C++, SQL","Scrum Master, Google Data Analytics",Chennai
Patrick Webb,IIT Delhi,Electronics,2019,2023,9.71,Civil Project Manager,"Excel, C++, AutoCAD, Power BI, Java",AutoCAD Professional,Kolkata
Nicole Keller,BITS Pilani,Civil,2016,2020,8.73,ML Engineer,"AutoCAD, TensorFlow, MATLAB, Python",,Pune
Kimberly Vazquez,IIIT Hyderabad,Cybersecurity,2017,2021,7.64,ML Engineer,"MATLAB, R, Java",,Delhi
Laura Barrera,IIT Delhi,Cybersecurity,2021,2025,9.02,Mechanical Design Engineer,"R, Java, MATLAB","AutoCAD Professional, Google Data Analytics",Chennai
Lindsay Navarro,NIT Trichy,AI & ML,2016,2020,6.44,Cybersecurity Analyst,"MATLAB, AutoCAD, Excel",,Kolkata
Jaime Briggs,BITS Pilani,Electronics,2018,2022,7.47,Mechanical Design Engineer,"Power BI, AutoCAD, R, SQL",Google Data Analytics,Delhi
Jonathan Calhoun,IIT Bombay,Computer Science,2016,2020,8.23,Systems Engineer,"C++, TensorFlow, Java, Linux, Power BI",Scrum Master,Bangalore
Thomas Mccall,VIT,Data Science,2020,2024,9.21,Systems Engineer,"C++, Linux, Power BI","Azure Fundamentals, Scrum Master",Delhi
Alexander Sims,IIT Bombay,Mechanical,2015,2019,9.21,Data Analyst,"Java, Excel","Scrum Master, Azure Fundamentals",Kolkata
Nicholas Mcneil,BITS Pilani,Computer Science,2017,2021,9.03,Civil Project Manager,"MATLAB, Excel, R, C++","Google Data Analytics, Azure Fundamentals",Ahmedabad
Alyssa Brooks,NIT Warangal,Computer Science,2019,2023,8.07,Biotech Researcher,"Python, AutoCAD, Excel",,Bangalore
Alexis Watson,BITS Pilani,AI & ML,2020,2024,9.6,Systems Engineer,"Linux, AutoCAD",AWS Certified,Hyderabad
Scott Swanson,IIT Delhi,Computer Science,2016,2020,9.3,Civil Project Manager,"Java, C++",AutoCAD Professional,Chennai
Jason Miller,IIIT Hyderabad,Cybersecurity,2021,2025,6.39,Cybersecurity Analyst,"Python, Excel","Cisco CCNA, Google Data Analytics",Pune
Thomas Malone,IIIT Hyderabad,Computer Science,2017,2021,8.37,Data Analyst,"TensorFlow, R, Excel, C++, Power BI","Cisco CCNA, Scrum Master",Bangalore
Adam Rice,BITS Pilani,Biotech,2016,2020,8.38,Biotech Researcher,"C++, R, Power BI, MATLAB","Azure Fundamentals, AWS Certified",Kolkata
Ian Martinez,IIT Delhi,Civil,2020,2024,8.44,Civil Project Manager,"Excel, R, Linux, Java, Python","Scrum Master, Azure Fundamentals",Bangalore
Daniel Owens,NIT Warangal,Civil,2016,2020,9.45,Biotech Researcher,"SQL, Power BI, R, Java",Azure Fundamentals,Kolkata
Michael Hernandez,VIT,Electronics,2020,2024,9.76,Systems Engineer,"MATLAB, TensorFlow, Power BI, SQL, Excel",Scrum Master,Kolkata
Dustin Miller,IIT Bombay,Biotech,2021,2025,7.65,Civil Project Manager,"R, Linux, Excel",Google Data Analytics,Ahmedabad
Amber Smith,IIT Delhi,Mechanical,2016,2020,7.89,Software Engineer,"Linux, Python",,Chennai
Jennifer Wright,IIT Bombay,Data Science,2016,2020,6.68,ML Engineer,"Linux, Power BI, C++, MATLAB",,Chennai
Whitney Acevedo,IIT Madras,Cybersecurity,2022,2026,9.68,Mechanical Design Engineer,"Python, R",Google Data Analytics,Chennai
Courtney Mcintosh,NIT Trichy,Data Science,2017,2021,6.25,ML Engineer,"R, Power BI, MATLAB",Google Data Analytics,Hyderabad
Keith Martinez,BITS Pilani,Data Science,2017,2021,6.83,Biotech Researcher,"TensorFlow, Power BI",,Delhi
Robert Patrick,IIT Bombay,AI & ML,2015,2019,7.83,Data Analyst,"Java, Excel, SQL, TensorFlow, Power BI",,Ahmedabad
Lori Daniels,NIT Trichy,Electronics,2021,2025,8.72,Systems Engineer,"SQL, R, Python, Linux, Power BI","Azure Fundamentals, Google Data Analytics",Chennai
Anthony Allen,IIIT Hyderabad,Electronics,2020,2024,7.37,Biotech Researcher,"MATLAB, Linux, AutoCAD",AutoCAD Professional,Kolkata
Amy Smith,BITS Pilani,AI & ML,2017,2021,9.08,Biotech Researcher,"Linux, Java, Power BI","Azure Fundamentals, AutoCAD Professional",Kolkata
Joseph Owens,NIT Trichy,Biotech,2022,2026,9.33,Biotech Researcher,"MATLAB, R, Linux, AutoCAD",Cisco CCNA,Ahmedabad
Kevin Davis,VIT,Civil,2017,2021,8.96,Cybersecurity Analyst,"C++, Linux, SQL, Power BI","Azure Fundamentals, AutoCAD Professional",Kolkata
Christine Williams,BITS Pilani,Cybersecurity,2020,2024,6.01,Systems Engineer,"C++, Python, Java, SQL",,Bangalore
Timothy Jackson,VIT,Cybersecurity,2021,2025,8.25,Biotech Researcher,"Java, C++, R, Excel",,Bangalore
Amanda Gonzalez,NIT Warangal,Data Science,2015,2019,7.93,Mechanical Design Engineer,"Power BI, Excel, Python, AutoCAD, SQL",AWS Certified,Pune
Kayla Taylor,IIT Bombay,AI & ML,2019,2023,8.41,Civil Project Manager,"MATLAB, C++","AutoCAD Professional, Azure Fundamentals",Hyderabad
Christopher Freeman,IIT Bombay,AI & ML,2015,2019,8.55,Cybersecurity Analyst,"Java, C++, SQL","AWS Certified, Google Data Analytics",Delhi
Vanessa Hubbard,IIT Bombay,Computer Science,2017,2021,6.52,ML Engineer,"Power BI, TensorFlow, Excel, AutoCAD, C++","AWS Certified, Google Data Analytics",Delhi
Denise Stewart,IIT Bombay,Data Science,2018,2022,7.1,Systems Engineer,"AutoCAD, MATLAB, C++","Google Data Analytics, Scrum Master",Kolkata
Jesse Benjamin,IIIT Hyderabad,Biotech,2018,2022,8.26,ML Engineer,"TensorFlow, SQL, MATLAB",,Kolkata
Cody Thompson,IIT Delhi,Electronics,2020,2024,8.38,Data Analyst,"R, SQL",,Kolkata
Katherine Sanchez,IIT Delhi,Computer Science,2018,2022,9.63,Biotech Researcher,"Linux, Java",AWS Certified,Bangalore
Jennifer Thompson,NIT Trichy,Data Science,2017,2021,8.89,Cybersecurity Analyst,"Power BI, Python, SQL","AutoCAD Professional, Cisco CCNA",Delhi
Michael Mcdaniel,BITS Pilani,Computer Science,2019,2023,7.73,Biotech Researcher,"Power BI, C++, Java, AutoCAD, Excel","Google Data Analytics, Cisco CCNA",Kolkata
Keith Patterson,IIIT Hyderabad,Cybersecurity,2020,2024,8.99,ML Engineer,"SQL, Java, AutoCAD, TensorFlow",,Kolkata
Richard Thomas,IIIT Hyderabad,Cybersecurity,2019,2023,7.54,Mechanical Design Engineer,"C++, Excel, R, Python",Cisco CCNA,Pune
Beth Hodges,NIT Warangal,Civil,2016,2020,6.46,ML Engineer,"MATLAB, AutoCAD",,Ahmedabad
Robin Johnson,IIT Madras,Biotech,2021,2025,8.49,ML Engineer,"TensorFlow, R, Python, Power BI",Cisco CCNA,Hyderabad
Christina Ferrell,NIT Trichy,Biotech,2021,2025,6.2,Mechanical Design Engineer,"MATLAB, TensorFlow",AWS Certified,Delhi
Christopher Evans,NIT Trichy,Civil,2015,2019,6.52,Software Engineer,"AutoCAD, R",Azure Fundamentals,Bangalore
Jared Taylor,NIT Trichy,Data Science,2022,2026,6.93,Systems Engineer,"Power BI, TensorFlow",,Mumbai
Christy Cruz,VIT,Electronics,2021,2025,8.2,Software Engineer,"Power BI, Excel",,Ahmedabad
William Morgan,IIT Bombay,Computer Science,2016,2020,9.68,Mechanical Design Engineer,"Linux, Python, SQL","Azure Fundamentals, AWS Certified",Kolkata
Michael Rosales,IIT Bombay,Civil,2018,2022,6.77,ML Engineer,"Python, Java, MATLAB",Scrum Master,Ahmedabad
Angelica Patel,IIT Madras,Mechanical,2015,2019,9.3,Systems Engineer,"AutoCAD, R, SQL, C++",,Ahmedabad
Christine Williams,IIIT Hyderabad,Electronics,2017,2021,8.18,Civil Project Manager,"Linux, SQL",Google Data Analytics,Chennai
Kimberly Glass,IIT Bombay,Computer Science,2016,2020,8.67,Mechanical Design Engineer,"Linux, MATLAB, Power BI, Java, TensorFlow","AWS Certified, Scrum Master",Mumbai
Zachary Lindsey,IIIT Hyderabad,Data Science,2017,2021,6.5,Mechanical Design Engineer,"Linux, MATLAB",,Pune
Mrs. Christina Atkinson MD,IIT Madras,AI & ML,2016,2020,9.53,Software Engineer,"C++, TensorFlow, Excel, Python, AutoCAD",Cisco CCNA,Ahmedabad
Emma Parrish,VIT,Mechanical,2018,2022,7.4,Cybersecurity Analyst,"R, Java, C++","Google Data Analytics, AWS Certified",Pune
Aaron Gross,IIIT Hyderabad,Mechanical,2021,2025,8.42,Data Analyst,"Power BI, C++, Linux, TensorFlow",,Delhi
Sydney Choi,IIT Madras,Computer Science,2021,2025,6.83,Systems Engineer,"MATLAB, SQL",Azure Fundamentals,Hyderabad
Mark Cobb,VIT,Data Science,2016,2020,7.37,ML Engineer,"MATLAB, TensorFlow, Linux",Scrum Master,Chennai
Brian Franklin,IIT Bombay,Biotech,2017,2021,7.86,Mechanical Design Engineer,"Power BI, R","AutoCAD Professional, AWS Certified",Chennai
Kevin Burke,IIT Bombay,Mechanical,2017,2021,8.31,Mechanical Design Engineer,"TensorFlow, AutoCAD, Power BI, Java",Scrum Master,Chennai
Scott Holmes,NIT Trichy,Electronics,2017,2021,6.66,Systems Engineer,"SQL, C++, Java",,Pune
Bryan Medina,NIT Trichy,Computer Science,2019,2023,6.37,Cybersecurity Analyst,"Python, R, SQL",Cisco CCNA,Bangalore
James Pruitt,IIIT Hyderabad,Cybersecurity,2017,2021,7.35,Civil Project Manager,"AutoCAD, SQL, R, C++, Excel","Scrum Master, AWS Certified",Bangalore
John Phillips,IIT Delhi,Data Science,2020,2024,7.84,Data Analyst,"Linux, TensorFlow, Java","Scrum Master, Cisco CCNA",Kolkata
Joshua Long,NIT Trichy,Cybersecurity,2017,2021,6.12,Biotech Researcher,"Java, Linux, Excel, Power BI, TensorFlow","AWS Certified, Azure Fundamentals",Chennai
Dr. Carol Owens,IIT Bombay,Electronics,2019,2023,6.29,Data Analyst,"AutoCAD, R, Java, C++",Cisco CCNA,Delhi
Courtney Stanley,IIT Madras,Civil,2020,2024,7.25,Biotech Researcher,"TensorFlow, MATLAB","Azure Fundamentals, Scrum Master",Delhi
David Watts,BITS Pilani,Mechanical,2020,2024,6.53,Systems Engineer,"MATLAB, Java","AWS Certified, Cisco CCNA",Mumbai
Jacob Parrish DDS,VIT,Data Science,2021,2025,6.28,Cybersecurity Analyst,"Power BI, R, MATLAB",,Kolkata
Kristine Estrada,IIIT Hyderabad,Civil,2017,2021,8.79,ML Engineer,"R, AutoCAD, SQL, Excel, MATLAB","Azure Fundamentals, Scrum Master",Chennai
Zachary Smith,IIT Delhi,Cybersecurity,2020,2024,6.25,Software Engineer,"Linux, SQL, Power BI","AutoCAD Professional, Cisco CCNA",Bangalore
Penny French,IIT Madras,Mechanical,2016,2020,9.38,Civil Project Manager,"Excel, Java, Linux, C++, AutoCAD",,Hyderabad
Dale Flores,IIT Bombay,Mechanical,2022,2026,8.28,Data Analyst,"Python, Linux","Cisco CCNA, AWS Certified",Ahmedabad
